"state","year","month","births","time"
"tennessee","1953","may",6424,1953-05-01
"texas","1953","may",16778,1953-05-01
"utah","1953","may",2160,1953-05-01
"vermont","1953","may",824,1953-05-01
"virginia","1953","may",7016,1953-05-01
"washington","1953","may",5330,1953-05-01
"west virginia","1953","may",3728,1953-05-01
"wisconsin","1953","may",7262,1953-05-01
"wyoming","1953","may",702,1953-05-01
"alabama","1953","jun",6786,1953-06-01
"alaska","1953","jun",NA,1953-06-01
"arizona","1953","jun",1904,1953-06-01
"arkansas","1953","jun",3468,1953-06-01
"california","1953","jun",24186,1953-06-01
"colorado","1953","jun",3206,1953-06-01
"connecticut","1953","jun",4038,1953-06-01
"delaware","1953","jun",754,1953-06-01
"district of columbia","1953","jun",1688,1953-06-01
"florida","1953","jun",5956,1953-06-01
"georgia","1953","jun",7990,1953-06-01
"hawaii","1953","jun",NA,1953-06-01
"idaho","1953","jun",1460,1953-06-01
"illinois","1953","jun",17178,1953-06-01
"indiana","1953","jun",8942,1953-06-01
"iowa","1953","jun",5182,1953-06-01
"kansas","1953","jun",4202,1953-06-01
"kentucky","1953","jun",6166,1953-06-01
"louisiana","1953","jun",6294,1953-06-01
"maine","1953","jun",1796,1953-06-01
"maryland","1953","jun",5130,1953-06-01
"massachusetts","1953","jun",8682,1953-06-01
"michigan","1953","jun",15114,1953-06-01
"minnesota","1953","jun",6796,1953-06-01
"mississippi","1953","jun",5244,1953-06-01
"missouri","1953","jun",7490,1953-06-01
"montana","1953","jun",1394,1953-06-01
"nebraskaa","1953","jun",2702,1953-06-01
"nevada","1953","jun",430,1953-06-01
"new hampshire","1953","jun",1014,1953-06-01
"new jersey","1953","jun",9514,1953-06-01
"new mexico","1953","jun",2164,1953-06-01
"new york","1953","jun",27440,1953-06-01
"north carolina","1953","jun",9238,1953-06-01
"north dakota","1953","jun",1428,1953-06-01
"ohio","1953","jun",17666,1953-06-01
"oklahoma","1953","jun",4092,1953-06-01
"oregon","1953","jun",3526,1953-06-01
"pennsylvania","1953","jun",20066,1953-06-01
"rhode island","1953","jun",1464,1953-06-01
"south carolina","1953","jun",5098,1953-06-01
"south dakota","1953","jun",1544,1953-06-01
"tennessee","1953","jun",6774,1953-06-01
"texas","1953","jun",18158,1953-06-01
"utah","1953","jun",2120,1953-06-01
"vermont","1953","jun",824,1953-06-01
"virginia","1953","jun",7536,1953-06-01
"washington","1953","jun",5210,1953-06-01
"west virginia","1953","jun",4002,1953-06-01
"wisconsin","1953","jun",7470,1953-06-01
"wyoming","1953","jun",720,1953-06-01
"alabama","1953","july",7920,1953-07-01
"alaska","1953","july",NA,1953-07-01
"arizona","1953","july",2274,1953-07-01
"arkansas","1953","july",4202,1953-07-01
"california","1953","july",25900,1953-07-01
"colorado","1953","july",3464,1953-07-01
"connecticut","1953","july",4246,1953-07-01
"delaware","1953","july",772,1953-07-01
"district of columbia","1953","july",1994,1953-07-01
"florida","1953","july",6806,1953-07-01
"georgia","1953","july",9064,1953-07-01
"hawaii","1953","july",NA,1953-07-01
"idaho","1953","july",1548,1953-07-01
"illinois","1953","july",18894,1953-07-01
"indiana","1953","july",9710,1953-07-01
"iowa","1953","july",5858,1953-07-01
"kansas","1953","july",4920,1953-07-01
"kentucky","1953","july",6760,1953-07-01
"louisiana","1953","july",8002,1953-07-01
"maine","1953","july",2044,1953-07-01
"maryland","1953","july",5952,1953-07-01
"massachusetts","1953","july",9272,1953-07-01
"michigan","1953","july",16304,1953-07-01
"minnesota","1953","july",7118,1953-07-01
"mississippi","1953","july",5972,1953-07-01
"missouri","1953","july",8802,1953-07-01
"montana","1953","july",1458,1953-07-01
"nebraskaa","1953","july",3080,1953-07-01
"nevada","1953","july",456,1953-07-01
"new hampshire","1953","july",1050,1953-07-01
"new jersey","1953","july",10132,1953-07-01
"new mexico","1953","july",2246,1953-07-01
"new york","1953","july",28886,1953-07-01
"north carolina","1953","july",10186,1953-07-01
"north dakota","1953","july",1594,1953-07-01
"ohio","1953","july",19210,1953-07-01
"oklahoma","1953","july",4630,1953-07-01
"oregon","1953","july",3464,1953-07-01
"pennsylvania","1953","july",21532,1953-07-01
"rhode island","1953","july",1592,1953-07-01
"south carolina","1953","july",5976,1953-07-01
"south dakota","1953","july",1644,1953-07-01
"tennessee","1953","july",7840,1953-07-01
"texas","1953","july",21840,1953-07-01
"utah","1953","july",2068,1953-07-01
"vermont","1953","july",828,1953-07-01
"virginia","1953","july",8602,1953-07-01
"washington","1953","july",5310,1953-07-01
"west virginia","1953","july",4344,1953-07-01
"wisconsin","1953","july",7932,1953-07-01
"wyoming","1953","july",766,1953-07-01
"alabama","1953","aug",7764,1953-08-01
"alaska","1953","aug",NA,1953-08-01
"arizona","1953","aug",2348,1953-08-01
"arkansas","1953","aug",4016,1953-08-01
"california","1953","aug",26612,1953-08-01
"colorado","1953","aug",3400,1953-08-01
"connecticut","1953","aug",4272,1953-08-01
"delaware","1953","aug",864,1953-08-01
"district of columbia","1953","aug",2026,1953-08-01
"florida","1953","aug",7608,1953-08-01
"georgia","1953","aug",9218,1953-08-01
"hawaii","1953","aug",NA,1953-08-01
"idaho","1953","aug",1532,1953-08-01
"illinois","1953","aug",18856,1953-08-01
"indiana","1953","aug",9882,1953-08-01
"iowa","1953","aug",5648,1953-08-01
"kansas","1953","aug",4792,1953-08-01
"kentucky","1953","aug",6604,1953-08-01
"louisiana","1953","aug",8540,1953-08-01
"maine","1953","aug",2054,1953-08-01
"maryland","1953","aug",5838,1953-08-01
"massachusetts","1953","aug",9220,1953-08-01
"michigan","1953","aug",16652,1953-08-01
"minnesota","1953","aug",7234,1953-08-01
"mississippi","1953","aug",6044,1953-08-01
"missouri","1953","aug",8642,1953-08-01
"montana","1953","aug",1474,1953-08-01
"nebraskaa","1953","aug",3004,1953-08-01
"nevada","1953","aug",468,1953-08-01
"new hampshire","1953","aug",1026,1953-08-01
"new jersey","1953","aug",10076,1953-08-01
"new mexico","1953","aug",2284,1953-08-01
"new york","1953","aug",28454,1953-08-01
"north carolina","1953","aug",10340,1953-08-01
"north dakota","1953","aug",1492,1953-08-01
"ohio","1953","aug",19336,1953-08-01
"oklahoma","1953","aug",4830,1953-08-01
"oregon","1953","aug",3590,1953-08-01
"pennsylvania","1953","aug",21208,1953-08-01
"rhode island","1953","aug",1554,1953-08-01
"south carolina","1953","aug",5998,1953-08-01
"south dakota","1953","aug",1638,1953-08-01
"tennessee","1953","aug",7834,1953-08-01
"texas","1953","aug",22360,1953-08-01
"utah","1953","aug",2048,1953-08-01
"vermont","1953","aug",822,1953-08-01
"virginia","1953","aug",8476,1953-08-01
"washington","1953","aug",5464,1953-08-01
"west virginia","1953","aug",4160,1953-08-01
"wisconsin","1953","aug",8008,1953-08-01
"wyoming","1953","aug",840,1953-08-01
"alabama","1953","sep",7548,1953-09-01
"alaska","1953","sep",NA,1953-09-01
"arizona","1953","sep",2354,1953-09-01
"arkansas","1953","sep",3858,1953-09-01
"california","1953","sep",26642,1953-09-01
"colorado","1953","sep",3290,1953-09-01
"connecticut","1953","sep",4118,1953-09-01
"delaware","1953","sep",838,1953-09-01
"district of columbia","1953","sep",1930,1953-09-01
"florida","1953","sep",7884,1953-09-01
"georgia","1953","sep",8906,1953-09-01
"hawaii","1953","sep",NA,1953-09-01
"idaho","1953","sep",1488,1953-09-01
"illinois","1953","sep",18670,1953-09-01
"indiana","1953","sep",9602,1953-09-01
"iowa","1953","sep",5442,1953-09-01
"kansas","1953","sep",4728,1953-09-01
"kentucky","1953","sep",6354,1953-09-01
"louisiana","1953","sep",7980,1953-09-01
"maine","1953","sep",2058,1953-09-01
"maryland","1953","sep",5658,1953-09-01
"massachusetts","1953","sep",9286,1953-09-01
"michigan","1953","sep",16136,1953-09-01
"minnesota","1953","sep",6770,1953-09-01
"mississippi","1953","sep",5752,1953-09-01
"missouri","1953","sep",8500,1953-09-01
"montana","1953","sep",1390,1953-09-01
"nebraskaa","1953","sep",2992,1953-09-01
"nevada","1953","sep",508,1953-09-01
"new hampshire","1953","sep",998,1953-09-01
"new jersey","1953","sep",9976,1953-09-01
"new mexico","1953","sep",2184,1953-09-01
"new york","1953","sep",27884,1953-09-01
"north carolina","1953","sep",10110,1953-09-01
"north dakota","1953","sep",1434,1953-09-01
"ohio","1953","sep",18762,1953-09-01
"oklahoma","1953","sep",4616,1953-09-01
"oregon","1953","sep",3400,1953-09-01
"pennsylvania","1953","sep",20904,1953-09-01
"rhode island","1953","sep",1484,1953-09-01
"south carolina","1953","sep",5860,1953-09-01
"south dakota","1953","sep",1550,1953-09-01
"tennessee","1953","sep",7324,1953-09-01
"texas","1953","sep",21430,1953-09-01
"utah","1953","sep",2120,1953-09-01
"vermont","1953","sep",842,1953-09-01
"virginia","1953","sep",8378,1953-09-01
"washington","1953","sep",5286,1953-09-01
"west virginia","1953","sep",4094,1953-09-01
"wisconsin","1953","sep",7656,1953-09-01
"wyoming","1953","sep",766,1953-09-01
"alabama","1953","oct",6822,1953-10-01
"alaska","1953","oct",NA,1953-10-01
"arizona","1953","oct",2282,1953-10-01
"arkansas","1953","oct",3556,1953-10-01
"california","1953","oct",25874,1953-10-01
"colorado","1953","oct",3182,1953-10-01
"connecticut","1953","oct",4174,1953-10-01
"delaware","1953","oct",802,1953-10-01
"district of columbia","1953","oct",1756,1953-10-01
"florida","1953","oct",7450,1953-10-01
"georgia","1953","oct",8262,1953-10-01
"hawaii","1953","oct",NA,1953-10-01
"idaho","1953","oct",1366,1953-10-01
"illinois","1953","oct",17668,1953-10-01
"indiana","1953","oct",9544,1953-10-01
"iowa","1953","oct",5252,1953-10-01
"kansas","1953","oct",4480,1953-10-01
"kentucky","1953","oct",6118,1953-10-01
"louisiana","1953","oct",7534,1953-10-01
"maine","1953","oct",1804,1953-10-01
"maryland","1953","oct",5412,1953-10-01
"massachusetts","1953","oct",8528,1953-10-01
"michigan","1953","oct",15888,1953-10-01
"minnesota","1953","oct",6628,1953-10-01
"mississippi","1953","oct",5318,1953-10-01
"missouri","1953","oct",8002,1953-10-01
"montana","1953","oct",1316,1953-10-01
"nebraskaa","1953","oct",2708,1953-10-01
"nevada","1953","oct",440,1953-10-01
"new hampshire","1953","oct",1070,1953-10-01
"new jersey","1953","oct",9646,1953-10-01
"new mexico","1953","oct",2102,1953-10-01
"new york","1953","oct",27874,1953-10-01
"north carolina","1953","oct",9240,1953-10-01
"north dakota","1953","oct",1394,1953-10-01
"ohio","1953","oct",18276,1953-10-01
"oklahoma","1953","oct",4488,1953-10-01
"oregon","1953","oct",3356,1953-10-01
"pennsylvania","1953","oct",20992,1953-10-01
"rhode island","1953","oct",1448,1953-10-01
"south carolina","1953","oct",5390,1953-10-01
"south dakota","1953","oct",1582,1953-10-01
"tennessee","1953","oct",7036,1953-10-01
"texas","1953","oct",20818,1953-10-01
"utah","1953","oct",1930,1953-10-01
"vermont","1953","oct",742,1953-10-01
"virginia","1953","oct",7540,1953-10-01
"washington","1953","oct",5036,1953-10-01
"west virginia","1953","oct",3902,1953-10-01
"wisconsin","1953","oct",7510,1953-10-01
"wyoming","1953","oct",684,1953-10-01
"alabama","1953","nov",6598,1953-11-01
"alaska","1953","nov",NA,1953-11-01
"arizona","1953","nov",2150,1953-11-01
"arkansas","1953","nov",3546,1953-11-01
"california","1953","nov",24717,1953-11-01
"colorado","1953","nov",2992,1953-11-01
"connecticut","1953","nov",3986,1953-11-01
"delaware","1953","nov",732,1953-11-01
"district of columbia","1953","nov",1714,1953-11-01
"florida","1953","nov",7140,1953-11-01
"georgia","1953","nov",7994,1953-11-01
"hawaii","1953","nov",NA,1953-11-01
"idaho","1953","nov",1324,1953-11-01
"illinois","1953","nov",17234,1953-11-01
"indiana","1953","nov",8668,1953-11-01
"iowa","1953","nov",5140,1953-11-01
"kansas","1953","nov",4478,1953-11-01
"kentucky","1953","nov",6038,1953-11-01
"louisiana","1953","nov",7338,1953-11-01
"maine","1953","nov",1730,1953-11-01
"maryland","1953","nov",5116,1953-11-01
"massachusetts","1953","nov",8360,1953-11-01
"michigan","1953","nov",15040,1953-11-01
"minnesota","1953","nov",6430,1953-11-01
"mississippi","1953","nov",5264,1953-11-01
"missouri","1953","nov",7768,1953-11-01
"montana","1953","nov",1256,1953-11-01
"nebraskaa","1953","nov",2720,1953-11-01
"nevada","1953","nov",464,1953-11-01
"new hampshire","1953","nov",908,1953-11-01
"new jersey","1953","nov",9120,1953-11-01
"new mexico","1953","nov",2076,1953-11-01
"new york","1953","nov",25960,1953-11-01
"north carolina","1953","nov",9134,1953-11-01
"north dakota","1953","nov",1320,1953-11-01
"ohio","1953","nov",17154,1953-11-01
"oklahoma","1953","nov",4232,1953-11-01
"oregon","1953","nov",3124,1953-11-01
"pennsylvania","1953","nov",19400,1953-11-01
"rhode island","1953","nov",1442,1953-11-01
"south carolina","1953","nov",5142,1953-11-01
"south dakota","1953","nov",1542,1953-11-01
"tennessee","1953","nov",6828,1953-11-01
"texas","1953","nov",20378,1953-11-01
"utah","1953","nov",1870,1953-11-01
"vermont","1953","nov",776,1953-11-01
"virginia","1953","nov",7412,1953-11-01
"washington","1953","nov",4788,1953-11-01
"west virginia","1953","nov",3620,1953-11-01
"wisconsin","1953","nov",7094,1953-11-01
"wyoming","1953","nov",712,1953-11-01
"alabama","1953","dec",7266,1953-12-01
"alaska","1953","dec",NA,1953-12-01
"arizona","1953","dec",2358,1953-12-01
"arkansas","1953","dec",3710,1953-12-01
"california","1953","dec",26320,1953-12-01
"colorado","1953","dec",3256,1953-12-01
"connecticut","1953","dec",4178,1953-12-01
"delaware","1953","dec",808,1953-12-01
"district of columbia","1953","dec",1874,1953-12-01
"florida","1953","dec",7604,1953-12-01
"georgia","1953","dec",8642,1953-12-01
"hawaii","1953","dec",NA,1953-12-01
"idaho","1953","dec",1410,1953-12-01
"illinois","1953","dec",18244,1953-12-01
"indiana","1953","dec",9314,1953-12-01
"iowa","1953","dec",5460,1953-12-01
"kansas","1953","dec",4662,1953-12-01
"kentucky","1953","dec",6118,1953-12-01
"louisiana","1953","dec",7686,1953-12-01
"maine","1953","dec",1830,1953-12-01
"maryland","1953","dec",5686,1953-12-01
"massachusetts","1953","dec",9072,1953-12-01
"michigan","1953","dec",15534,1953-12-01
"minnesota","1953","dec",6752,1953-12-01
"mississippi","1953","dec",5696,1953-12-01
"missouri","1953","dec",8116,1953-12-01
"montana","1953","dec",1426,1953-12-01
"nebraskaa","1953","dec",2872,1953-12-01
"nevada","1953","dec",478,1953-12-01
"new hampshire","1953","dec",1012,1953-12-01
"new jersey","1953","dec",9652,1953-12-01
"new mexico","1953","dec",2178,1953-12-01
"new york","1953","dec",27412,1953-12-01
"north carolina","1953","dec",9536,1953-12-01
"north dakota","1953","dec",1462,1953-12-01
"ohio","1953","dec",18726,1953-12-01
"oklahoma","1953","dec",4466,1953-12-01
"oregon","1953","dec",3266,1953-12-01
"pennsylvania","1953","dec",20472,1953-12-01
"rhode island","1953","dec",1486,1953-12-01
"south carolina","1953","dec",5520,1953-12-01
"south dakota","1953","dec",1504,1953-12-01
"tennessee","1953","dec",7392,1953-12-01
"texas","1953","dec",21144,1953-12-01
"utah","1953","dec",2010,1953-12-01
"vermont","1953","dec",770,1953-12-01
"virginia","1953","dec",8080,1953-12-01
"washington","1953","dec",5312,1953-12-01
"west virginia","1953","dec",3774,1953-12-01
"wisconsin","1953","dec",7500,1953-12-01
"wyoming","1953","dec",730,1953-12-01
"alabama","1954","jan",7428,1954-01-01
"alaska","1954","jan",NA,1954-01-01
"arizona","1954","jan",2202,1954-01-01
"arkansas","1954","jan",3796,1954-01-01
"california","1954","jan",25134,1954-01-01
"colorado","1954","jan",3154,1954-01-01
"connecticut","1954","jan",4060,1954-01-01
"delaware","1954","jan",760,1954-01-01
"district of columbia","1954","jan",1898,1954-01-01
"florida","1954","jan",7204,1954-01-01
"georgia","1954","jan",8420,1954-01-01
"hawaii","1954","jan",NA,1954-01-01
"idaho","1954","jan",1456,1954-01-01
"illinois","1954","jan",17572,1954-01-01
"indiana","1954","jan",9096,1954-01-01
"iowa","1954","jan",5028,1954-01-01
"kansas","1954","jan",4444,1954-01-01
"kentucky","1954","jan",6298,1954-01-01
"louisiana","1954","jan",7422,1954-01-01
"maine","1954","jan",1924,1954-01-01
"maryland","1954","jan",5546,1954-01-01
"massachusetts","1954","jan",8592,1954-01-01
"michigan","1954","jan",15622,1954-01-01
"minnesota","1954","jan",6320,1954-01-01
"mississippi","1954","jan",5630,1954-01-01
"missouri","1954","jan",7874,1954-01-01
"montana","1954","jan",1388,1954-01-01
"nebraskaa","1954","jan",2768,1954-01-01
"nevada","1954","jan",478,1954-01-01
"new hampshire","1954","jan",960,1954-01-01
"new jersey","1954","jan",9440,1954-01-01
"new mexico","1954","jan",2090,1954-01-01
"new york","1954","jan",27094,1954-01-01
"north carolina","1954","jan",9874,1954-01-01
"north dakota","1954","jan",1410,1954-01-01
"ohio","1954","jan",18022,1954-01-01
"oklahoma","1954","jan",4468,1954-01-01
"oregon","1954","jan",3084,1954-01-01
"pennsylvania","1954","jan",20204,1954-01-01
"rhode island","1954","jan",1470,1954-01-01
"south carolina","1954","jan",5722,1954-01-01
"south dakota","1954","jan",1456,1954-01-01
"tennessee","1954","jan",7202,1954-01-01
"texas","1954","jan",20176,1954-01-01
"utah","1954","jan",1864,1954-01-01
"vermont","1954","jan",770,1954-01-01
"virginia","1954","jan",7822,1954-01-01
"washington","1954","jan",4934,1954-01-01
"west virginia","1954","jan",4004,1954-01-01
"wisconsin","1954","jan",7316,1954-01-01
"wyoming","1954","jan",674,1954-01-01
"alabama","1954","feb",6134,1954-02-01
