"state","year","month","births","time"
"michigan","1958","oct",17210,1958-10-01
"minnesota","1958","oct",7550,1958-10-01
"mississippi","1958","oct",5278,1958-10-01
"missouri","1958","oct",9188,1958-10-01
"montana","1958","oct",1474,1958-10-01
"nebraskaa","1958","oct",2940,1958-10-01
"nevada","1958","oct",606,1958-10-01
"new hampshire","1958","oct",1186,1958-10-01
"new jersey","1958","oct",10846,1958-10-01
"new mexico","1958","oct",2468,1958-10-01
"new york","1958","oct",31130,1958-10-01
"north carolina","1958","oct",9930,1958-10-01
"north dakota","1958","oct",1438,1958-10-01
"ohio","1958","oct",20440,1958-10-01
"oklahoma","1958","oct",4722,1958-10-01
"oregon","1958","oct",3064,1958-10-01
"pennsylvania","1958","oct",22038,1958-10-01
"rhode island","1958","oct",1646,1958-10-01
"south carolina","1958","oct",5424,1958-10-01
"south dakota","1958","oct",1524,1958-10-01
"tennessee","1958","oct",7526,1958-10-01
"texas","1958","oct",23022,1958-10-01
"utah","1958","oct",2192,1958-10-01
"vermont","1958","oct",800,1958-10-01
"virginia","1958","oct",8106,1958-10-01
"washington","1958","oct",5586,1958-10-01
"west virginia","1958","oct",4050,1958-10-01
"wisconsin","1958","oct",8472,1958-10-01
"wyoming","1958","oct",702,1958-10-01
"alabama","1958","nov",6724,1958-11-01
"alaska","1958","nov",NA,1958-11-01
"arizona","1958","nov",2872,1958-11-01
"arkansas","1958","nov",3652,1958-11-01
"california","1958","nov",28826,1958-11-01
"colorado","1958","nov",3604,1958-11-01
"connecticut","1958","nov",4432,1958-11-01
"delaware","1958","nov",988,1958-11-01
"district of columbia","1958","nov",2614,1958-11-01
"florida","1958","nov",9710,1958-11-01
"georgia","1958","nov",8388,1958-11-01
"hawaii","1958","nov",NA,1958-11-01
"idaho","1958","nov",1324,1958-11-01
"illinois","1958","nov",18940,1958-11-01
"indiana","1958","nov",9216,1958-11-01
"iowa","1958","nov",5356,1958-11-01
"kansas","1958","nov",4292,1958-11-01
"kentucky","1958","nov",6220,1958-11-01
"louisiana","1958","nov",8058,1958-11-01
"maine","1958","nov",1902,1958-11-01
"maryland","1958","nov",5666,1958-11-01
"massachusetts","1958","nov",9352,1958-11-01
"michigan","1958","nov",16202,1958-11-01
"minnesota","1958","nov",6718,1958-11-01
"mississippi","1958","nov",5046,1958-11-01
"missouri","1958","nov",8580,1958-11-01
"montana","1958","nov",1404,1958-11-01
"nebraskaa","1958","nov",2648,1958-11-01
"nevada","1958","nov",542,1958-11-01
"new hampshire","1958","nov",1052,1958-11-01
"new jersey","1958","nov",9868,1958-11-01
"new mexico","1958","nov",2240,1958-11-01
"new york","1958","nov",29376,1958-11-01
"north carolina","1958","nov",9436,1958-11-01
"north dakota","1958","nov",1392,1958-11-01
"ohio","1958","nov",19024,1958-11-01
"oklahoma","1958","nov",4236,1958-11-01
"oregon","1958","nov",2786,1958-11-01
"pennsylvania","1958","nov",20402,1958-11-01
"rhode island","1958","nov",1420,1958-11-01
"south carolina","1958","nov",4990,1958-11-01
"south dakota","1958","nov",1476,1958-11-01
"tennessee","1958","nov",6838,1958-11-01
"texas","1958","nov",21422,1958-11-01
"utah","1958","nov",2034,1958-11-01
"vermont","1958","nov",748,1958-11-01
"virginia","1958","nov",7452,1958-11-01
"washington","1958","nov",5116,1958-11-01
"west virginia","1958","nov",3640,1958-11-01
"wisconsin","1958","nov",7722,1958-11-01
"wyoming","1958","nov",654,1958-11-01
"alabama","1958","dec",7062,1958-12-01
"alaska","1958","dec",NA,1958-12-01
"arizona","1958","dec",3076,1958-12-01
"arkansas","1958","dec",3572,1958-12-01
"california","1958","dec",29946,1958-12-01
"colorado","1958","dec",3538,1958-12-01
"connecticut","1958","dec",4560,1958-12-01
"delaware","1958","dec",994,1958-12-01
"district of columbia","1958","dec",2826,1958-12-01
"florida","1958","dec",9922,1958-12-01
"georgia","1958","dec",8532,1958-12-01
"hawaii","1958","dec",NA,1958-12-01
"idaho","1958","dec",1370,1958-12-01
"illinois","1958","dec",19678,1958-12-01
"indiana","1958","dec",9478,1958-12-01
"iowa","1958","dec",5628,1958-12-01
"kansas","1958","dec",4430,1958-12-01
"kentucky","1958","dec",6260,1958-12-01
"louisiana","1958","dec",8310,1958-12-01
"maine","1958","dec",1920,1958-12-01
"maryland","1958","dec",5624,1958-12-01
"massachusetts","1958","dec",9718,1958-12-01
"michigan","1958","dec",16576,1958-12-01
"minnesota","1958","dec",7174,1958-12-01
"mississippi","1958","dec",5302,1958-12-01
"missouri","1958","dec",8868,1958-12-01
"montana","1958","dec",1426,1958-12-01
"nebraskaa","1958","dec",2862,1958-12-01
"nevada","1958","dec",628,1958-12-01
"new hampshire","1958","dec",1116,1958-12-01
"new jersey","1958","dec",10474,1958-12-01
"new mexico","1958","dec",2412,1958-12-01
"new york","1958","dec",30388,1958-12-01
"north carolina","1958","dec",9288,1958-12-01
"north dakota","1958","dec",1422,1958-12-01
"ohio","1958","dec",19518,1958-12-01
"oklahoma","1958","dec",4138,1958-12-01
"oregon","1958","dec",3132,1958-12-01
"pennsylvania","1958","dec",20830,1958-12-01
"rhode island","1958","dec",1552,1958-12-01
"south carolina","1958","dec",5184,1958-12-01
"south dakota","1958","dec",1390,1958-12-01
"tennessee","1958","dec",7126,1958-12-01
"texas","1958","dec",22102,1958-12-01
"utah","1958","dec",2224,1958-12-01
"vermont","1958","dec",752,1958-12-01
"virginia","1958","dec",7732,1958-12-01
"washington","1958","dec",5626,1958-12-01
"west virginia","1958","dec",3576,1958-12-01
"wisconsin","1958","dec",7964,1958-12-01
"wyoming","1958","dec",616,1958-12-01
"alabama","1959","jan",7238,1959-01-01
"alaska","1959","jan",582,1959-01-01
"arizona","1959","jan",2884,1959-01-01
"arkansas","1959","jan",3634,1959-01-01
"california","1959","jan",27576,1959-01-01
"colorado","1959","jan",3502,1959-01-01
"connecticut","1959","jan",4594,1959-01-01
"delaware","1959","jan",942,1959-01-01
"district of columbia","1959","jan",2826,1959-01-01
"florida","1959","jan",9922,1959-01-01
"georgia","1959","jan",8486,1959-01-01
"hawaii","1959","jan",NA,1959-01-01
"idaho","1959","jan",1372,1959-01-01
"illinois","1959","jan",19268,1959-01-01
"indiana","1959","jan",8974,1959-01-01
"iowa","1959","jan",5262,1959-01-01
"kansas","1959","jan",4316,1959-01-01
"kentucky","1959","jan",6194,1959-01-01
"louisiana","1959","jan",8030,1959-01-01
"maine","1959","jan",1864,1959-01-01
"maryland","1959","jan",5746,1959-01-01
"massachusetts","1959","jan",9280,1959-01-01
"michigan","1959","jan",16104,1959-01-01
"minnesota","1959","jan",6892,1959-01-01
"mississippi","1959","jan",5356,1959-01-01
"missouri","1959","jan",8524,1959-01-01
"montana","1959","jan",1356,1959-01-01
"nebraskaa","1959","jan",2654,1959-01-01
"nevada","1959","jan",552,1959-01-01
"new hampshire","1959","jan",1064,1959-01-01
"new jersey","1959","jan",10448,1959-01-01
"new mexico","1959","jan",2380,1959-01-01
"new york","1959","jan",29762,1959-01-01
"north carolina","1959","jan",9236,1959-01-01
"north dakota","1959","jan",1372,1959-01-01
"ohio","1959","jan",19008,1959-01-01
"oklahoma","1959","jan",4264,1959-01-01
"oregon","1959","jan",2798,1959-01-01
"pennsylvania","1959","jan",20534,1959-01-01
"rhode island","1959","jan",1574,1959-01-01
"south carolina","1959","jan",5232,1959-01-01
"south dakota","1959","jan",1474,1959-01-01
"tennessee","1959","jan",7100,1959-01-01
"texas","1959","jan",21432,1959-01-01
"utah","1959","jan",2020,1959-01-01
"vermont","1959","jan",730,1959-01-01
"virginia","1959","jan",7578,1959-01-01
"washington","1959","jan",5148,1959-01-01
"west virginia","1959","jan",3642,1959-01-01
"wisconsin","1959","jan",7942,1959-01-01
"wyoming","1959","jan",666,1959-01-01
"alabama","1959","feb",6264,1959-02-01
"alaska","1959","feb",476,1959-02-01
"arizona","1959","feb",2564,1959-02-01
"arkansas","1959","feb",3238,1959-02-01
"california","1959","feb",26152,1959-02-01
"colorado","1959","feb",3276,1959-02-01
"connecticut","1959","feb",4266,1959-02-01
"delaware","1959","feb",870,1959-02-01
"district of columbia","1959","feb",2460,1959-02-01
"florida","1959","feb",8402,1959-02-01
"georgia","1959","feb",7706,1959-02-01
"hawaii","1959","feb",NA,1959-02-01
"idaho","1959","feb",1210,1959-02-01
"illinois","1959","feb",18296,1959-02-01
"indiana","1959","feb",8662,1959-02-01
"iowa","1959","feb",5038,1959-02-01
"kansas","1959","feb",3878,1959-02-01
"kentucky","1959","feb",5792,1959-02-01
"louisiana","1959","feb",6828,1959-02-01
"maine","1959","feb",1798,1959-02-01
"maryland","1959","feb",5124,1959-02-01
"massachusetts","1959","feb",8862,1959-02-01
"michigan","1959","feb",15346,1959-02-01
"minnesota","1959","feb",6804,1959-02-01
"mississippi","1959","feb",4740,1959-02-01
"missouri","1959","feb",7802,1959-02-01
"montana","1959","feb",1304,1959-02-01
"nebraskaa","1959","feb",2532,1959-02-01
"nevada","1959","feb",516,1959-02-01
"new hampshire","1959","feb",994,1959-02-01
"new jersey","1959","feb",9546,1959-02-01
"new mexico","1959","feb",2146,1959-02-01
"new york","1959","feb",27776,1959-02-01
"north carolina","1959","feb",8410,1959-02-01
"north dakota","1959","feb",1310,1959-02-01
"ohio","1959","feb",17830,1959-02-01
"oklahoma","1959","feb",3782,1959-02-01
"oregon","1959","feb",2700,1959-02-01
"pennsylvania","1959","feb",19408,1959-02-01
"rhode island","1959","feb",1562,1959-02-01
"south carolina","1959","feb",4690,1959-02-01
"south dakota","1959","feb",1310,1959-02-01
"tennessee","1959","feb",6338,1959-02-01
"texas","1959","feb",18718,1959-02-01
"utah","1959","feb",1910,1959-02-01
"vermont","1959","feb",730,1959-02-01
"virginia","1959","feb",6950,1959-02-01
"washington","1959","feb",5024,1959-02-01
"west virginia","1959","feb",3370,1959-02-01
"wisconsin","1959","feb",7446,1959-02-01
"wyoming","1959","feb",550,1959-02-01
"alabama","1959","mar",6658,1959-03-01
"alaska","1959","mar",596,1959-03-01
"arizona","1959","mar",2980,1959-03-01
"arkansas","1959","mar",3310,1959-03-01
"california","1959","mar",29170,1959-03-01
"colorado","1959","mar",3768,1959-03-01
"connecticut","1959","mar",5010,1959-03-01
"delaware","1959","mar",1050,1959-03-01
"district of columbia","1959","mar",2896,1959-03-01
"florida","1959","mar",8758,1959-03-01
"georgia","1959","mar",8192,1959-03-01
"hawaii","1959","mar",NA,1959-03-01
"idaho","1959","mar",1362,1959-03-01
"illinois","1959","mar",20250,1959-03-01
"indiana","1959","mar",9710,1959-03-01
"iowa","1959","mar",5614,1959-03-01
"kansas","1959","mar",4286,1959-03-01
"kentucky","1959","mar",6520,1959-03-01
"louisiana","1959","mar",6844,1959-03-01
"maine","1959","mar",2128,1959-03-01
"maryland","1959","mar",5870,1959-03-01
"massachusetts","1959","mar",10016,1959-03-01
"michigan","1959","mar",17234,1959-03-01
"minnesota","1959","mar",7662,1959-03-01
"mississippi","1959","mar",5058,1959-03-01
"missouri","1959","mar",8638,1959-03-01
"montana","1959","mar",1438,1959-03-01
"nebraskaa","1959","mar",3012,1959-03-01
"nevada","1959","mar",592,1959-03-01
"new hampshire","1959","mar",1164,1959-03-01
"new jersey","1959","mar",10906,1959-03-01
"new mexico","1959","mar",2462,1959-03-01
"new york","1959","mar",31586,1959-03-01
"north carolina","1959","mar",9236,1959-03-01
"north dakota","1959","mar",1482,1959-03-01
"ohio","1959","mar",19990,1959-03-01
"oklahoma","1959","mar",4030,1959-03-01
"oregon","1959","mar",3082,1959-03-01
"pennsylvania","1959","mar",21458,1959-03-01
"rhode island","1959","mar",1668,1959-03-01
"south carolina","1959","mar",5070,1959-03-01
"south dakota","1959","mar",1564,1959-03-01
"tennessee","1959","mar",7044,1959-03-01
"texas","1959","mar",19352,1959-03-01
"utah","1959","mar",2266,1959-03-01
"vermont","1959","mar",822,1959-03-01
"virginia","1959","mar",7816,1959-03-01
"washington","1959","mar",5632,1959-03-01
"west virginia","1959","mar",3784,1959-03-01
"wisconsin","1959","mar",8532,1959-03-01
"wyoming","1959","mar",644,1959-03-01
"alabama","1959","apr",6054,1959-04-01
"alaska","1959","apr",596,1959-04-01
"arizona","1959","apr",2656,1959-04-01
"arkansas","1959","apr",2942,1959-04-01
"california","1959","apr",28404,1959-04-01
"colorado","1959","apr",3696,1959-04-01
"connecticut","1959","apr",4492,1959-04-01
"delaware","1959","apr",884,1959-04-01
"district of columbia","1959","apr",2610,1959-04-01
"florida","1959","apr",7742,1959-04-01
"georgia","1959","apr",7440,1959-04-01
"hawaii","1959","apr",NA,1959-04-01
"idaho","1959","apr",1398,1959-04-01
"illinois","1959","apr",18704,1959-04-01
"indiana","1959","apr",8872,1959-04-01
"iowa","1959","apr",5188,1959-04-01
"kansas","1959","apr",3908,1959-04-01
"kentucky","1959","apr",5982,1959-04-01
"louisiana","1959","apr",6162,1959-04-01
"maine","1959","apr",1970,1959-04-01
"maryland","1959","apr",5260,1959-04-01
"massachusetts","1959","apr",9574,1959-04-01
"michigan","1959","apr",16204,1959-04-01
"minnesota","1959","apr",7346,1959-04-01
"mississippi","1959","apr",4468,1959-04-01
"missouri","1959","apr",7832,1959-04-01
"montana","1959","apr",1414,1959-04-01
"nebraskaa","1959","apr",2626,1959-04-01
"nevada","1959","apr",572,1959-04-01
"new hampshire","1959","apr",1116,1959-04-01
"new jersey","1959","apr",9900,1959-04-01
"new mexico","1959","apr",2298,1959-04-01
"new york","1959","apr",29314,1959-04-01
"north carolina","1959","apr",8366,1959-04-01
"north dakota","1959","apr",1426,1959-04-01
"ohio","1959","apr",18472,1959-04-01
"oklahoma","1959","apr",3746,1959-04-01
"oregon","1959","apr",2816,1959-04-01
"pennsylvania","1959","apr",19980,1959-04-01
"rhode island","1959","apr",1488,1959-04-01
"south carolina","1959","apr",4442,1959-04-01
"south dakota","1959","apr",1418,1959-04-01
"tennessee","1959","apr",6506,1959-04-01
"texas","1959","apr",17488,1959-04-01
"utah","1959","apr",2142,1959-04-01
"vermont","1959","apr",732,1959-04-01
"virginia","1959","apr",6932,1959-04-01
"washington","1959","apr",5408,1959-04-01
"west virginia","1959","apr",3464,1959-04-01
"wisconsin","1959","apr",8078,1959-04-01
"wyoming","1959","apr",616,1959-04-01
"alabama","1959","may",6052,1959-05-01
"alaska","1959","may",558,1959-05-01
"arizona","1959","may",2718,1959-05-01
"arkansas","1959","may",2910,1959-05-01
"california","1959","may",29026,1959-05-01
"colorado","1959","may",3712,1959-05-01
"connecticut","1959","may",4750,1959-05-01
"delaware","1959","may",984,1959-05-01
"district of columbia","1959","may",2652,1959-05-01
"florida","1959","may",7828,1959-05-01
"georgia","1959","may",7326,1959-05-01
"hawaii","1959","may",NA,1959-05-01
"idaho","1959","may",1442,1959-05-01
"illinois","1959","may",18696,1959-05-01
"indiana","1959","may",9158,1959-05-01
"iowa","1959","may",5104,1959-05-01
"kansas","1959","may",3760,1959-05-01
"kentucky","1959","may",5866,1959-05-01
"louisiana","1959","may",6018,1959-05-01
"maine","1959","may",2044,1959-05-01
"maryland","1959","may",5412,1959-05-01
"massachusetts","1959","may",9726,1959-05-01
"michigan","1959","may",16770,1959-05-01
"minnesota","1959","may",7238,1959-05-01
"mississippi","1959","may",4396,1959-05-01
"missouri","1959","may",7708,1959-05-01
"montana","1959","may",1542,1959-05-01
"nebraskaa","1959","may",2664,1959-05-01
"nevada","1959","may",548,1959-05-01
"new hampshire","1959","may",1072,1959-05-01
"new jersey","1959","may",10278,1959-05-01
"new mexico","1959","may",2442,1959-05-01
"new york","1959","may",30594,1959-05-01
"north carolina","1959","may",8576,1959-05-01
"north dakota","1959","may",1478,1959-05-01
"ohio","1959","may",19014,1959-05-01
"oklahoma","1959","may",3576,1959-05-01
"oregon","1959","may",3086,1959-05-01
"pennsylvania","1959","may",20350,1959-05-01
"rhode island","1959","may",1562,1959-05-01
"south carolina","1959","may",4342,1959-05-01
"south dakota","1959","may",1448,1959-05-01
"tennessee","1959","may",6494,1959-05-01
"texas","1959","may",18256,1959-05-01
"utah","1959","may",2142,1959-05-01
"vermont","1959","may",786,1959-05-01
"virginia","1959","may",7228,1959-05-01
"washington","1959","may",5718,1959-05-01
"west virginia","1959","may",3524,1959-05-01
"wisconsin","1959","may",8194,1959-05-01
"wyoming","1959","may",706,1959-05-01
"alabama","1959","jun",6236,1959-06-01
"alaska","1959","jun",570,1959-06-01
"arizona","1959","jun",2634,1959-06-01
"arkansas","1959","jun",3324,1959-06-01
"california","1959","jun",28948,1959-06-01
"colorado","1959","jun",3664,1959-06-01
"connecticut","1959","jun",4588,1959-06-01
"delaware","1959","jun",980,1959-06-01
"district of columbia","1959","jun",2774,1959-06-01
"florida","1959","jun",7812,1959-06-01
"georgia","1959","jun",8088,1959-06-01
"hawaii","1959","jun",NA,1959-06-01
"idaho","1959","jun",1508,1959-06-01
"illinois","1959","jun",18954,1959-06-01
"indiana","1959","jun",9112,1959-06-01
"iowa","1959","jun",5148,1959-06-01
"kansas","1959","jun",3918,1959-06-01
"kentucky","1959","jun",6134,1959-06-01
"louisiana","1959","jun",6578,1959-06-01
"maine","1959","jun",1874,1959-06-01
"maryland","1959","jun",5806,1959-06-01
"massachusetts","1959","jun",9612,1959-06-01
"michigan","1959","jun",16416,1959-06-01
"minnesota","1959","jun",7210,1959-06-01
"mississippi","1959","jun",4722,1959-06-01
"missouri","1959","jun",7936,1959-06-01
"montana","1959","jun",1558,1959-06-01
"nebraskaa","1959","jun",2814,1959-06-01
"nevada","1959","jun",552,1959-06-01
"new hampshire","1959","jun",1064,1959-06-01
"new jersey","1959","jun",10380,1959-06-01
"new mexico","1959","jun",2366,1959-06-01
"new york","1959","jun",30604,1959-06-01
"north carolina","1959","jun",9132,1959-06-01
"north dakota","1959","jun",1400,1959-06-01
"ohio","1959","jun",18998,1959-06-01
"oklahoma","1959","jun",3940,1959-06-01
"oregon","1959","jun",3078,1959-06-01
"pennsylvania","1959","jun",20494,1959-06-01
"rhode island","1959","jun",1554,1959-06-01
"south carolina","1959","jun",4774,1959-06-01
"south dakota","1959","jun",1460,1959-06-01
"tennessee","1959","jun",6776,1959-06-01
"texas","1959","jun",18668,1959-06-01
"utah","1959","jun",2282,1959-06-01
"vermont","1959","jun",782,1959-06-01
"virginia","1959","jun",7650,1959-06-01
"washington","1959","jun",5698,1959-06-01
"west virginia","1959","jun",3464,1959-06-01
"wisconsin","1959","jun",8198,1959-06-01
"wyoming","1959","jun",692,1959-06-01
"alabama","1959","july",7312,1959-07-01
"alaska","1959","july",570,1959-07-01
"arizona","1959","july",2992,1959-07-01
"arkansas","1959","july",3672,1959-07-01
"california","1959","july",31144,1959-07-01
"colorado","1959","july",3842,1959-07-01
"connecticut","1959","july",4760,1959-07-01
"delaware","1959","july",1038,1959-07-01
"district of columbia","1959","july",2820,1959-07-01
"florida","1959","july",9582,1959-07-01
"georgia","1959","july",9130,1959-07-01
"hawaii","1959","july",NA,1959-07-01
"idaho","1959","july",1582,1959-07-01
"illinois","1959","july",21018,1959-07-01
"indiana","1959","july",9964,1959-07-01
"iowa","1959","july",5702,1959-07-01
"kansas","1959","july",4572,1959-07-01
"kentucky","1959","july",6676,1959-07-01
"louisiana","1959","july",7938,1959-07-01
"maine","1959","july",2126,1959-07-01
"maryland","1959","july",5912,1959-07-01
"massachusetts","1959","july",10242,1959-07-01
"michigan","1959","july",17048,1959-07-01
"minnesota","1959","july",7854,1959-07-01
"mississippi","1959","july",5416,1959-07-01
"missouri","1959","july",9012,1959-07-01
"montana","1959","july",1520,1959-07-01
"nebraskaa","1959","july",3008,1959-07-01
"nevada","1959","july",624,1959-07-01
"new hampshire","1959","july",1166,1959-07-01
"new jersey","1959","july",11114,1959-07-01
"new mexico","1959","july",2576,1959-07-01
"new york","1959","july",31774,1959-07-01
"north carolina","1959","july",10042,1959-07-01
"north dakota","1959","july",1508,1959-07-01
"ohio","1959","july",20572,1959-07-01
"oklahoma","1959","july",4542,1959-07-01
"oregon","1959","july",3258,1959-07-01
"pennsylvania","1959","july",21866,1959-07-01
"rhode island","1959","july",1718,1959-07-01
"south carolina","1959","july",5564,1959-07-01
"south dakota","1959","july",1610,1959-07-01
"tennessee","1959","july",7684,1959-07-01
"texas","1959","july",21390,1959-07-01
"utah","1959","july",2172,1959-07-01
"vermont","1959","july",866,1959-07-01
"virginia","1959","july",8080,1959-07-01
"washington","1959","july",5940,1959-07-01
"west virginia","1959","july",3736,1959-07-01
"wisconsin","1959","july",8544,1959-07-01
"wyoming","1959","july",698,1959-07-01
"alabama","1959","aug",7734,1959-08-01
"alaska","1959","aug",638,1959-08-01
"arizona","1959","aug",3184,1959-08-01
"arkansas","1959","aug",3950,1959-08-01
"california","1959","aug",31936,1959-08-01
"colorado","1959","aug",3944,1959-08-01
"connecticut","1959","aug",4690,1959-08-01
"delaware","1959","aug",1092,1959-08-01
"district of columbia","1959","aug",3044,1959-08-01
"florida","1959","aug",10192,1959-08-01
"georgia","1959","aug",9462,1959-08-01
"hawaii","1959","aug",NA,1959-08-01
"idaho","1959","aug",1472,1959-08-01
"illinois","1959","aug",21144,1959-08-01
"indiana","1959","aug",10118,1959-08-01
"iowa","1959","aug",5764,1959-08-01
"kansas","1959","aug",4646,1959-08-01
"kentucky","1959","aug",6780,1959-08-01
"louisiana","1959","aug",8784,1959-08-01
"maine","1959","aug",1994,1959-08-01
"maryland","1959","aug",6222,1959-08-01
"massachusetts","1959","aug",9966,1959-08-01
"michigan","1959","aug",17124,1959-08-01
"minnesota","1959","aug",7768,1959-08-01
"mississippi","1959","aug",5748,1959-08-01
"missouri","1959","aug",9500,1959-08-01
"montana","1959","aug",1494,1959-08-01
"nebraskaa","1959","aug",3136,1959-08-01
"nevada","1959","aug",630,1959-08-01
"new hampshire","1959","aug",1088,1959-08-01
"new jersey","1959","aug",11036,1959-08-01
"new mexico","1959","aug",2598,1959-08-01
"new york","1959","aug",31352,1959-08-01
"north carolina","1959","aug",10268,1959-08-01
"north dakota","1959","aug",1412,1959-08-01
"ohio","1959","aug",20370,1959-08-01
"oklahoma","1959","aug",4808,1959-08-01
"oregon","1959","aug",3204,1959-08-01
"pennsylvania","1959","aug",21822,1959-08-01
"rhode island","1959","aug",1672,1959-08-01
"south carolina","1959","aug",5656,1959-08-01
"south dakota","1959","aug",1678,1959-08-01
"tennessee","1959","aug",7612,1959-08-01
"texas","1959","aug",23358,1959-08-01
"utah","1959","aug",2442,1959-08-01
"vermont","1959","aug",814,1959-08-01
"virginia","1959","aug",8172,1959-08-01
"washington","1959","aug",5648,1959-08-01
"west virginia","1959","aug",3952,1959-08-01
"wisconsin","1959","aug",8600,1959-08-01
"wyoming","1959","aug",680,1959-08-01
"alabama","1959","sep",7482,1959-09-01
"alaska","1959","sep",588,1959-09-01
"arizona","1959","sep",3224,1959-09-01
"arkansas","1959","sep",3738,1959-09-01
"california","1959","sep",32310,1959-09-01
"colorado","1959","sep",3836,1959-09-01
"connecticut","1959","sep",4700,1959-09-01
"delaware","1959","sep",1044,1959-09-01
"district of columbia","1959","sep",2914,1959-09-01
"florida","1959","sep",10628,1959-09-01
"georgia","1959","sep",9226,1959-09-01
"hawaii","1959","sep",NA,1959-09-01
"idaho","1959","sep",1486,1959-09-01
"illinois","1959","sep",20732,1959-09-01
"indiana","1959","sep",10178,1959-09-01
"iowa","1959","sep",5720,1959-09-01
"kansas","1959","sep",4506,1959-09-01
"kentucky","1959","sep",6690,1959-09-01
"louisiana","1959","sep",8880,1959-09-01
"maine","1959","sep",2088,1959-09-01
"maryland","1959","sep",5988,1959-09-01
"massachusetts","1959","sep",9858,1959-09-01
"michigan","1959","sep",17170,1959-09-01
"minnesota","1959","sep",7648,1959-09-01
"mississippi","1959","sep",5500,1959-09-01
"missouri","1959","sep",9226,1959-09-01
"montana","1959","sep",1478,1959-09-01
"nebraskaa","1959","sep",2932,1959-09-01
"nevada","1959","sep",656,1959-09-01
"new hampshire","1959","sep",1142,1959-09-01
"new jersey","1959","sep",11060,1959-09-01
"new mexico","1959","sep",2726,1959-09-01
"new york","1959","sep",31042,1959-09-01
"north carolina","1959","sep",10016,1959-09-01
"north dakota","1959","sep",1478,1959-09-01
"ohio","1959","sep",20402,1959-09-01
"oklahoma","1959","sep",4672,1959-09-01
"oregon","1959","sep",3180,1959-09-01
"pennsylvania","1959","sep",21764,1959-09-01
"rhode island","1959","sep",1686,1959-09-01
"south carolina","1959","sep",5422,1959-09-01
"south dakota","1959","sep",1558,1959-09-01
"tennessee","1959","sep",7444,1959-09-01
"texas","1959","sep",23134,1959-09-01
"utah","1959","sep",2308,1959-09-01
"vermont","1959","sep",834,1959-09-01
"virginia","1959","sep",8176,1959-09-01
"washington","1959","sep",5758,1959-09-01
"west virginia","1959","sep",3722,1959-09-01
"wisconsin","1959","sep",8544,1959-09-01
"wyoming","1959","sep",706,1959-09-01
"alabama","1959","oct",7020,1959-10-01
"alaska","1959","oct",656,1959-10-01
"arizona","1959","oct",3070,1959-10-01
"arkansas","1959","oct",3596,1959-10-01
"california","1959","oct",32462,1959-10-01
"colorado","1959","oct",3824,1959-10-01
"connecticut","1959","oct",4636,1959-10-01
"delaware","1959","oct",1006,1959-10-01
"district of columbia","1959","oct",2860,1959-10-01
"florida","1959","oct",10578,1959-10-01
"georgia","1959","oct",8788,1959-10-01
"hawaii","1959","oct",NA,1959-10-01
"idaho","1959","oct",1442,1959-10-01
"illinois","1959","oct",20762,1959-10-01
"indiana","1959","oct",9954,1959-10-01
"iowa","1959","oct",5636,1959-10-01
"kansas","1959","oct",4528,1959-10-01
"kentucky","1959","oct",6294,1959-10-01
"louisiana","1959","oct",8590,1959-10-01
"maine","1959","oct",1948,1959-10-01
"maryland","1959","oct",6134,1959-10-01
"massachusetts","1959","oct",9528,1959-10-01
"michigan","1959","oct",16464,1959-10-01
"minnesota","1959","oct",7514,1959-10-01
"mississippi","1959","oct",5314,1959-10-01
"missouri","1959","oct",8984,1959-10-01
"montana","1959","oct",1496,1959-10-01
"nebraskaa","1959","oct",2948,1959-10-01
"nevada","1959","oct",608,1959-10-01
"new hampshire","1959","oct",1092,1959-10-01
"new jersey","1959","oct",10680,1959-10-01
"new mexico","1959","oct",2572,1959-10-01
"new york","1959","oct",30570,1959-10-01
"north carolina","1959","oct",9548,1959-10-01
"north dakota","1959","oct",1442,1959-10-01
"ohio","1959","oct",19686,1959-10-01
"oklahoma","1959","oct",4608,1959-10-01
"oregon","1959","oct",3160,1959-10-01
"pennsylvania","1959","oct",21138,1959-10-01
"rhode island","1959","oct",1666,1959-10-01
"south carolina","1959","oct",5068,1959-10-01
"south dakota","1959","oct",1514,1959-10-01
"tennessee","1959","oct",7208,1959-10-01
"texas","1959","oct",22842,1959-10-01
"utah","1959","oct",2166,1959-10-01
"vermont","1959","oct",770,1959-10-01
"virginia","1959","oct",7712,1959-10-01
"washington","1959","oct",5528,1959-10-01
"west virginia","1959","oct",3518,1959-10-01
"wisconsin","1959","oct",8362,1959-10-01
"wyoming","1959","oct",708,1959-10-01
"alabama","1959","nov",6926,1959-11-01
"alaska","1959","nov",592,1959-11-01
"arizona","1959","nov",2860,1959-11-01
"arkansas","1959","nov",3372,1959-11-01
"california","1959","nov",30084,1959-11-01
"colorado","1959","nov",3454,1959-11-01
"connecticut","1959","nov",4330,1959-11-01
"delaware","1959","nov",928,1959-11-01
"district of columbia","1959","nov",2740,1959-11-01
"florida","1959","nov",9852,1959-11-01
"georgia","1959","nov",8202,1959-11-01
"hawaii","1959","nov",NA,1959-11-01
"idaho","1959","nov",1302,1959-11-01
"illinois","1959","nov",19572,1959-11-01
"indiana","1959","nov",9064,1959-11-01
"iowa","1959","nov",5256,1959-11-01
"kansas","1959","nov",4192,1959-11-01
"kentucky","1959","nov",6132,1959-11-01
